Threshold	0.5
malik	[0.16926817]
stands_ready	[0.11269069]
prosecuted	[0.09702896]
administrative	[0.08850281]
individual_appropriations_bills	[0.95395354]
narfe	[0.32294616]
exact	[0.31008641]
deportation	[0.07175334]
sophisticated	[0.18999014]
indicate	[0.15567509]
franklin_center	[0.20550295]
morristown	[0.36600398]
statutory_references	[0.5183262]
mention	[0.10932768]
unprecedented	[0.06640376]
besides	[0.13870485]
indeed	[0.13926962]
richest	[0.30467177]
hedge	[0.78949719]
puts_polluters	[0.49286728]
financial_industry	[0.45220854]
previously	[0.1203135]
juvenile	[0.06335314]
harm	[0.04273196]
cite	[0.33384734]
idahoans	[0.19403107]
constitutionally	[0.67047273]
oswaldo_paya	[0.71857585]
abide	[0.76461116]
deeply_appreciated	[0.208755]
circuit_court	[0.19153662]
lon	[0.53964493]
99th	[0.20281317]
southern_border	[0.62476472]
adverse	[0.04914281]
attaching	[0.6369597]
defeated	[0.31988876]
raised_taxes	[0.51965451]
attended_public_schools	[0.28910682]
minority_communities	[0.13223596]
santa_fe	[0.79192764]
rhodes	[0.32236832]
backlogs	[0.64028456]
rebuild	[0.09398462]
keenly_aware	[0.29413848]
almighty	[0.87838179]
systematically	[0.29913626]
retirement_funds	[0.39925239]
damaging	[0.17064278]
december	[0.06032239]
dover	[0.13173414]
highest_civilian	[0.25333493]
streaming	[0.35609575]
brothers_and_sisters	[0.25312828]
float	[0.82096117]
ncaa	[0.1201725]
cartwright	[0.24017183]
assesses	[0.26825176]
ordered	[0.04915863]
bridge	[0.12950104]
gaspee	[0.68674395]
extreme_elements	[0.78655151]
week_ago	[0.61541588]
serving	[0.03506582]
o	[0.79821242]
moral_equivalence	[0.85789492]
location	[0.09278921]
cans	[0.39943444]
toni	[0.47791838]
net	[0.01861519]
renege	[0.5108571]
provoked	[0.72719935]
nullify	[0.20362809]
bridging	[0.38446778]
interrupt	[0.41207428]
dilatory	[0.75824023]
morris	[0.06921957]
estonia	[0.62269212]
paradise	[0.42964476]
somali	[0.12134502]
style	[0.26369957]
tireless_commitment	[0.21377693]
forgiving	[0.78107867]
liberation	[0.27988657]
elements	[0.10476428]
charged	[0.12915668]
grand_opening	[0.17175995]
strengthens	[0.06792009]
cbc_special_order_hour	[0.51919709]
scripture	[0.56411687]
criminalizing	[0.55204775]
voting_representation	[0.43733073]
secretary_lloyd_austin	[0.84005639]
labor	[0.01538887]
pursue	[0.09727878]
atop	[0.48541236]
rosemary	[0.05781041]
foreign_service	[0.21414671]
prevalent	[0.25564335]
qualifies	[0.23269174]
running_rampant	[0.8909254]
tailored	[0.16586688]
committee_members	[0.17435472]
chemical	[0.03665278]
legion	[0.31101279]
touting	[0.70072795]
frederick	[0.11643271]
75th	[0.26213631]
tough_questions	[0.85775567]
highland	[0.1763099]
proud_mother	[0.31023686]
marine_expeditionary_force	[0.34726277]
highlighting	[0.05809661]
wives	[0.54119494]
ivy_league	[0.78224195]
broadway	[0.17432981]
houchin	[0.1583308]
hazel	[0.14021487]
desert	[0.21311225]
receipt	[0.05236355]
1435	[0.24916094]
service_weapons	[0.42195701]
mcallister	[0.06846385]
notice_to_air_missions	[0.17738887]
elite	[0.17812965]
higher_income	[0.48854339]
salem	[0.06914828]
gun_reform	[0.64564624]
located	[0.04635254]
theresa	[0.09735352]
spelling	[0.73276414]
planet	[0.09706097]
gw	[0.50151241]
circumvent	[0.34231121]
appeal	[0.31037657]
cemented	[0.09405966]
perspectives	[0.09228734]
foreign_minister	[0.32725936]
annual_income	[0.72069606]
watched	[0.36294368]
united_states_navy	[0.12598178]
frauds	[0.38424528]
venue	[0.29599222]
mott	[0.17703386]
sierra	[0.04360829]
period	[0.2230459]
score	[0.20135168]
bankrupting	[0.47851214]
nuclear_power_plant	[0.29192171]
entrants	[0.37639035]
moses	[0.11111514]
designation	[0.05620403]
gloria	[0.25519819]
participate	[0.08830862]
internal	[0.20561688]
disparity	[0.24023117]
study_conducted	[0.33309935]
economic_support	[0.25317908]
himself	[0.08111237]
jamaal_bowman	[0.54303357]
throat	[0.7046418]
poll	[0.1845877]
fidelity	[0.39963533]
heaters	[0.51579138]
renew	[0.13295218]
economics	[0.05286444]
backpay	[0.6318528]
checks_and_balances	[0.76163131]
investor_protection	[0.41953204]
american_music_fairness_act	[0.18601035]
learning_opportunities	[0.2103635]
presume	[0.57068637]
environmental_review	[0.16867277]
veteran	[0.02988807]
jew	[0.54120442]
youth_mental_health_crisis	[0.4586224]
power	[0.05318363]
emergency_shelters	[0.71072903]
gangs	[0.14987813]
collect_data	[0.24938259]
cost_overruns	[0.65347451]
barriers_to_accessing	[0.54964791]
imperial	[0.18066015]
hurricanes	[0.06439495]
unwavering	[0.12558805]
pounds	[0.09946701]
peo	[0.22239092]
matches	[0.72355427]
winter	[0.15306095]
somber	[0.78544481]
susan_collins	[0.31131399]
pay_cut	[0.88216498]
antioch	[0.24963668]
northern_mariana_islands	[0.21475332]
impeccable	[0.29575463]
meritorious	[0.05537901]
tremendous_success	[0.78637943]
sibling	[0.52038617]
murder	[0.14062987]
recovering	[0.05050693]
limited	[0.10314173]
wisconsin	[0.03126995]
curriculum	[0.04876019]
received_numerous_accolades	[0.44810356]
possessing	[0.52053369]
stanford	[0.28543949]
sara	[0.07029451]
continental	[0.5139332]
schoolchildren	[0.28571614]
developer	[0.34622936]
president_lopez_obrador	[0.59924205]
dodgers	[0.12962659]
4th_district	[0.24749581]
anticompetitive	[0.25549723]
recent_attacks	[0.34176948]
renowned	[0.05258032]
blind	[0.06790267]
gaping	[0.67823314]
pure_evil	[0.8492383]
katie	[0.40877848]
precisely	[0.43551852]
falls	[0.078821]
reset	[0.43827458]
loving_father	[0.20133668]
played	[0.06673798]
92	[0.10551913]
citizens_living	[0.85964203]
iteration	[0.89950672]
grissom	[0.59541432]
fitzgerald	[0.2982805]
kilo	[0.47717939]
kessler	[0.8048573]
cut_costs	[0.55803282]
rare_earth	[0.12105794]
pacific	[0.01541574]
216	[0.33995321]
peace_corps	[0.10233733]
whenever	[0.34030926]
ecohealth	[0.64378598]
repeat	[0.24333021]
waives	[0.38369794]
whom	[0.16561818]
joys	[0.44904401]
partisan_political	[0.76286906]
predeceased	[0.20509464]
commending	[0.13951532]
mike_johnson	[0.67769217]
national_medal	[0.20020986]
tva	[0.28232779]
patterns	[0.07279589]
game	[0.12698393]
largest_corporations	[0.51564562]
auxin	[0.16127592]
orders	[0.12096774]
fled	[0.21458141]
foreign_energy	[0.21874779]
hampton_roads	[0.08587414]
calcium	[0.24177281]
stewards	[0.10061285]
multifaceted	[0.25433822]
pie	[0.37704223]
deferred_maintenance	[0.42318674]
stand_firm	[0.52410589]
ed	[0.04514417]
tragically_killed	[0.58077931]
final_vote	[0.7781531]
irregular	[0.70570516]
saved	[0.17949609]
backlog	[0.066061]
relaxation	[0.17815117]
witnessed	[0.24634508]
amendments_en_bloc	[0.44021167]
cea	[0.74257978]
stronghold	[0.3566917]
brutally	[0.42759206]
hazards	[0.18606478]
conclusion	[0.18521196]
laughed	[0.94196255]
parent_company	[0.33090626]
highest_ideals	[0.6361984]
points_of_entry	[0.40108211]
compatible	[0.3385287]
circuit_court_judge	[0.68561091]
remedies	[0.30249434]
feel_confident	[0.80057324]
175th_anniversary	[0.32465124]
sarah	[0.06102643]
warrior	[0.14985129]
taking_home	[0.40487386]
manchin	[0.22657524]
forcibly	[0.37288499]
bowling_green	[0.57446881]
dies	[0.64206758]
global	[0.01965815]
schopler	[0.30388097]
memorable	[0.43802211]
technique	[0.69633525]
lend	[0.18211851]
safe_drinking_water	[0.08269586]
restructuring	[0.21320818]
duval	[0.14587455]
las	[0.47390044]
ill	[0.41150548]
engagement	[0.07592546]
curbing	[0.60986375]
simple	[0.34147798]
lines	[0.08778047]
ann_wagner	[0.26704729]
square_miles	[0.28967046]
beneficiary	[0.16389235]
devon	[0.06667689]
proposals	[0.29601542]
mean	[0.24077991]
bestowed	[0.19115283]
affiliations	[0.10749421]
negotiations	[0.26496648]
250th_anniversary	[0.10023613]
neighborhood	[0.03531731]
abolition	[0.19414223]
perhaps	[0.32545499]
disable	[0.36354452]
touching	[0.31793417]
arrived	[0.47809474]
unfunded_mandate	[0.45501343]
vulnerable_populations	[0.08486974]
enthusiasm	[0.11253746]
attempted_abortion	[0.79916007]
aubrey	[0.19963284]
elementary	[0.05247118]
new_orleans	[0.04851291]
attaining	[0.17059606]
rise_today_to_congratulate	[0.03553601]
refresh	[0.58486207]
voiceless	[0.57789636]
admit	[0.58849474]
geater_machining	[0.23475981]
applause	[0.44893064]
deficit_spending	[0.63485127]
upcoming_retirement	[0.11222937]
wwii	[0.19421425]
aircraft_carriers	[0.45826827]
overcrowding	[0.24106994]
cheap	[0.15958553]
raise_taxes	[0.31210337]
organized_labor	[0.24290163]
space_shuttle	[0.68801297]
ride	[0.16092445]
embracing	[0.18477571]
covid_national_emergency	[0.70218738]
regulatory_costs	[0.30762487]
combat_hours	[0.48092215]
southern	[0.08998811]
aluli	[0.2594563]
glad	[0.22493399]
lilly	[0.10932735]
problematic	[0.27876113]
pursuant_to_house_resolution_495	[0.09333177]
mainland	[0.07802776]
ferguson	[0.40559625]
facto	[0.24586237]
backs	[0.16949763]
avenues	[0.35506946]
handles	[0.19747393]
recently_introduced	[0.17470166]
unrelenting	[0.16815365]
salinas	[0.20313719]
successfully_protected_america_for_20_years	[0.32467606]
felt	[0.1314446]
soybeans	[0.24042422]
theology	[0.16268035]
hemisphere	[0.57231822]
realizes	[0.26433125]
jacksonville	[0.03708356]
preferences	[0.29192866]
employs	[0.06992376]
program_called	[0.57870586]
prior	[0.12468327]
ensuring_accountability	[0.44284268]
luckily	[0.89798431]
containers	[0.1515077]
scared	[0.1163008]
planning_commission	[0.17897443]
legal_pathways	[0.68420179]
lieutenants	[0.44660274]
places	[0.10046058]
jake_sullivan	[0.6769778]
hezbollah	[0.1762008]
stakeholders	[0.05914157]
alejandro_mayorkas	[0.69472017]
boise	[0.11680404]
denial	[0.19072543]
enrique	[0.29875719]
declining	[0.03626937]
pay_into_social_security	[0.78071753]
senseless	[0.18700297]
determine	[0.10298856]
foot_soldiers	[0.72140512]
special_warfare	[0.27291367]
lucas	[0.03742992]
bypass	[0.24019119]
floor_speech	[0.67697818]
secretive	[0.57788078]
luncheon	[0.43238714]
incredible_achievement	[0.3541268]
inaugural_address	[0.38738742]
small_farmers	[0.05778512]
offense	[0.29375721]
accidentally	[0.40575943]
schneider	[0.05820644]
mentoring	[0.0596991]
contraband	[0.5279758]
santa	[0.05425485]
caleb	[0.27572627]
aid_to_israel	[0.29371962]
rainfall	[0.18706133]
threat_assessment	[0.0518538]
guitar	[0.47801902]
vice_chair	[0.05979845]
mislead	[0.21071538]
updates	[0.06209274]
torres	[0.20629479]
intervene	[0.26911]
software	[0.05113096]
rebuilding	[0.06688126]
mark	[0.02729256]
affirmation	[0.72784203]
debunked	[0.60357909]
develop	[0.01729935]
mathematics	[0.04570956]
false	[0.19872646]
young_person	[0.66099233]
environmental_groups	[0.40140718]
democratic	[0.20679535]
ok	[0.45947151]
world_war_ii	[0.11542295]
mpd	[0.77295712]
mining	[0.0264888]
raids	[0.47017086]
woefully_short	[0.19996878]
freshman	[0.15767327]
hurricane_harvey	[0.17119969]
implementation	[0.03067752]
overhead	[0.56876366]
sparky	[0.48528824]
incapable	[0.67772526]
deep_state	[0.50046677]
heal	[0.20225575]
concede	[0.86659626]
african_american	[0.05163408]
smuggler	[0.73698424]
townhalls	[0.78086441]
extraordinary_contributions	[0.25909232]
declaring	[0.22300238]
continuing	[0.02150753]
godspeed	[0.50448865]
net_effect	[0.29115364]
faceless	[0.90495676]
duty	[0.13798082]
working_overtime	[0.8442185]
taney	[0.31670383]
amendment_prohibits	[0.08963014]
tribal_nations	[0.13303044]
slice	[0.50023748]
national_museum	[0.07911341]
small	[0.03257889]
not	[0.22086931]
submits	[0.2161876]
unexpected	[0.16725408]
eis	[0.55813408]
houston_independent_school_district	[0.64596264]
roosevelt	[0.17624158]
lake_erie	[0.13546829]
1926	[0.24932582]
wore	[0.75075295]
nypd	[0.24830902]
broadened	[0.21767401]
continental_united_states	[0.33146248]
local_agencies	[0.37259606]
ninth	[0.14095757]
salazar	[0.19941297]
empowers	[0.1389542]
sow	[0.25180593]
vanderbilt_university	[0.3092223]
rule	[0.0470213]
hallways	[0.50480957]
beneficial	[0.12474444]
rope	[0.86368625]
remained_committed	[0.36090153]
committee_on_transportation_and_infrastructure	[0.02749454]
melvin	[0.25928168]
strangers	[0.59271198]
nestled	[0.16966422]
riverdale	[0.70758784]
pretense	[0.71981094]
tow	[0.35725045]
making_record_profits	[0.57095996]
type_2_diabetes	[0.24700552]
specialists	[0.25042292]
importance	[0.01769005]
meeting	[0.12894435]
epicenter	[0.35028348]
evacuate	[0.42423157]
tunnels	[0.53523892]
joint_statement	[0.43883577]
ignited	[0.1921723]
despicable	[0.37553942]
malfeasance	[0.78490709]
new_hampshire	[0.02247686]
assistant_coaches	[0.40578533]
lia	[0.82230844]
filipino	[0.30646865]
economic_engine	[0.07103471]
nuclear_energy	[0.02562391]
juncture	[0.4214602]
376	[0.58050075]
humanitarian_aid	[0.10736306]
environmental_review_and_permitting	[0.39200043]
presses	[0.65340384]
sandra	[0.17410417]
steadfast_leadership	[0.29388975]
explain	[0.20831879]
substance_use_disorder	[0.14958373]
administrative_fine_program	[0.56194885]
enjoying	[0.10580814]
paints	[0.34414442]
inspectors	[0.07420753]
trillion_dollars	[0.41833666]
recreate	[0.60479906]
legalize	[0.55980099]
steady	[0.09515549]
visitor	[0.11940429]
digits	[0.61406185]
coordinated	[0.07934441]
statesman	[0.40596858]
awareness_month	[0.24245814]
aircraft	[0.04020147]
companion	[0.10268391]
female_servicemembers	[0.46652728]
outlook	[0.06625027]
upside	[0.4241903]
mcw	[0.07002196]
celebrity	[0.64266198]
dirt	[0.1702673]
catastrophe	[0.2118649]
seventy_percent	[0.65557244]
provide_technical_assistance	[0.25130714]
quality_healthcare	[0.80154245]
working_group	[0.07150432]
contaminated_water	[0.19981614]
eggs	[0.3822089]
lithuania	[0.5615751]
delight	[0.77767082]
wealthiest	[0.25160974]
rains	[0.19370676]
urged	[0.217368]
keeping_kids	[0.40423286]
rivera	[0.26598762]
cobalt	[0.13457804]
sudan	[0.66699516]
disagree	[0.40036404]
channels	[0.16413367]
pathogens	[0.15464151]
outlined	[0.11276275]
announcement	[0.24444303]
scott	[0.0378191]
licensed	[0.11544389]
strike_fighter	[0.26985763]
sleep	[0.5254508]
cardiac_arrest	[0.4697646]
someplace	[0.45035817]
borough	[0.20413759]
women_veterans	[0.29499322]
top	[0.03139936]
abilityone	[0.21740812]
support_group	[0.29042889]
withdrew	[0.28288512]
q	[0.57546955]
anecdote	[0.56038783]
containing	[0.04550444]
educator	[0.03557327]
latest	[0.05617282]
desired	[0.39338157]
violent_activity	[0.34947548]
monetary_policy	[0.51795248]
schools_and_school_districts	[0.24875012]
nuno	[0.63407304]
erie	[0.14336698]
planetary	[0.23667029]
pala_band	[0.28701974]
drug_enforcement_administration	[0.36801992]
proceeds	[0.08221797]
junior_enlisted	[0.28247648]
inappropriately	[0.37668926]
games	[0.17821318]
derby	[0.19473546]
sacred_and_constitutional_obligation_to_remain	[0.40588041]
cash_flow	[0.6454008]
recently_honored	[0.38104707]
medicines	[0.1948594]
bedford	[0.29296102]
twelve	[0.26767721]
gilchrist	[0.3992253]
badly	[0.64778011]
coahoma	[0.21438642]
amenable	[0.82539429]
popping	[0.53771457]
censored	[0.48911582]
pristine	[0.26522396]
graveyard	[0.82042524]
publication	[0.06376117]
transplant	[0.21750278]
commits	[0.47582881]
robbed	[0.44018222]
mccoy	[0.37491744]
accuracy	[0.13195691]
merchant	[0.09118052]
apache	[0.57685575]
developments	[0.08316353]
srjc	[0.06922443]
methane	[0.05857898]
precipitation	[0.41609784]
witt	[0.41755905]
overreliance	[0.19082557]
endorse	[0.6053189]
extraordinarily	[0.27372536]
settlements	[0.23806494]
slides	[0.886844]
1948	[0.07845781]
innocents	[0.46563901]
forest_management	[0.05451573]
translate	[0.15064872]
gymnasium	[0.52629546]
nuclear_bomb	[0.81158136]
joel	[0.15985157]
debated	[0.63447449]
school_board	[0.2314188]
federal_wildland_firefighters	[0.14793653]
longevity	[0.03447586]
funds_appropriated	[0.31863912]
90th_birthday	[0.18180879]
alton	[0.44407746]
limit	[0.09529553]
absurd	[0.3328657]
homeland_security	[0.0475929]
unapologetic	[0.64961833]
spiral	[0.53775945]
chevron	[0.3501796]
ic	[0.70316031]
peggy	[0.08088726]
amazing	[0.15116412]
hyperbole	[0.93304527]
concerned	[0.07826551]
countless_women	[0.51147748]
lesser_prairie_chicken	[0.30748556]
disarming	[0.69329872]
pulled	[0.1393379]
guns	[0.15302954]
foster	[0.01899215]
motion	[0.0646459]
mother_and_father	[0.45109398]
above	[0.0685309]
unaccountable	[0.54109997]
screamed	[0.83680423]
ourselves	[0.31000686]
allowing_biological	[0.41977359]
citizen	[0.02946133]
contemplated	[0.71248374]
sri_lanka	[0.49475564]
unelected	[0.53495254]
iverson	[0.49408684]
continue_to_support_ukraine	[0.76196443]
japan	[0.11866573]
recessed	[0.34819999]
59	[0.1109952]
untimely	[0.75156936]
jews	[0.22428308]
bilirakis	[0.57495223]
drury	[0.54631283]
secret	[0.15964589]
diligent	[0.13850072]
cyber	[0.02132331]
politically_charged	[0.46889931]
earned_numerous	[0.36583111]
cloud	[0.27880022]
ageism	[0.28291408]
biggest	[0.08647616]
appropriated	[0.08399824]
attempting_to_illegally_cross	[0.65392715]
new_york_times	[0.19836345]
scaling	[0.15044341]
crcl	[0.45540162]
experiencing_homelessness	[0.4415921]
reclaimed	[0.60556636]
manufactures	[0.41122996]
suppressed	[0.33786684]
shawn	[0.12392832]
wrongs	[0.76043815]
moon	[0.16642331]
worries	[0.56200172]
modernization_efforts	[0.16668884]
portion	[0.02328615]
sanders	[0.21829183]
tet_offensive	[0.40542253]
dots	[0.93519335]
vehicles	[0.09353867]
certifying	[0.07020843]
osteopathic	[0.19738255]
blank_checks	[0.81629106]
financial_institutions	[0.0789158]
feinstein	[0.37761204]
building_codes	[0.24586567]
interfaith	[0.10634818]
piggy_bank	[0.84796347]
propagate	[0.74306079]
air_carriers	[0.28266354]
redress	[0.40445219]
awakening	[0.55889861]
clean_air_and_water	[0.61420312]
home_state_of_illinois	[0.7319033]
firefighters	[0.05887523]
toxic_chemicals	[0.34638804]
tractor	[0.21704415]
tropical	[0.03816098]
local_control	[0.24775572]
allocating	[0.48040222]
escalate	[0.66285315]
maness	[0.30781417]
network	[0.0113595]
boasted	[0.55562361]
wise_counsel	[0.54713552]
mayo	[0.3789713]
operating_engineers	[0.29081843]
wolfe	[0.32900602]
pot	[0.29560498]
grapevine	[0.27358208]
respond_quickly	[0.49706968]
semiautomatic	[0.78504365]
releasing	[0.21136841]
anarchy	[0.80509568]
scapegoat	[0.86274528]
chains	[0.33939427]
chatfield	[0.70757846]
deepest_condolences	[0.15440916]
searched	[0.38395247]
category	[0.11396936]
academy_of_nutrition	[0.11944153]
verma	[0.22079954]
earth	[0.17576087]
residency	[0.1033632]
interned	[0.09702098]
bryan	[0.02725649]
chiefs	[0.06118317]
reproductive_freedoms	[0.76660532]
albany	[0.29024283]
collision	[0.38317477]
infuriating	[0.66889629]
athlete	[0.21644676]
surveyed	[0.2183994]
vision_and_leadership	[0.58997858]
emissions_reduction	[0.26990137]
referencing	[0.77448209]
latinx	[0.25284734]
administration_believes	[0.57311089]
opportunity_act	[0.14706861]
micheal	[0.21815215]
beau	[0.4024362]
special_agent	[0.49474549]
bellevue	[0.2701771]
camaraderie	[0.39300841]
eleven	[0.20085841]
famous	[0.10884057]
option	[0.12693915]
georgetown	[0.28078617]
asks	[0.19381673]
globally	[0.10015566]
north_slope_borough	[0.49566748]
baked_goods	[0.09869517]
tennis	[0.25812876]
unreasonably	[0.32270592]
home_state_of_florida	[0.44509917]
raiding	[0.46068645]
descent	[0.43292277]
egyptians	[0.74656481]
honorable_service	[0.14440988]
dose	[0.42472292]
